ref_date,acct_id,acct_sn,ccy_cd,l_s_type,value_date,opening_bal,closing_bal,inp_type,src_type,upd_userid,upd_datetime
"2022-02-11","1207","ANZMEL","AUD","L","2022-02-10","108427.61","109511.95","0","1","System","2022-02-11 09:00:26"
"2022-02-11","1","DEUTSCHE BK TR NY","USD","S","2022-02-10","260217.67","269203.33","0","3","System","2022-02-11 09:00:36"
"2022-02-11","1038","STANDARD CHART HK","CNY","S","2022-02-10","50014.21","50014.21","0","3","System","2022-02-11 09:00:36"
"2022-02-11","1207","ANZMEL","AUD","S","2022-02-10","108427.61","109511.95","0","3","System","2022-02-11 09:00:36"
"2022-02-11","4","JP MORGAN CHASE NY","USD","S","2022-02-10","9058.95","9058.95","0","3","System","2022-02-11 09:00:36"
"2022-02-11","495","SKANDISTOCKHOLM","SEK","S","2022-02-10","134904.40","134904.40","0","3","System","2022-02-11 09:00:36"
"2022-02-11","504","DANSKE BANK COPENH","DKK","S","2022-02-10","23827.31","23827.31","0","3","System","2022-02-11 09:00:36"
"2022-02-11","590","DEUTSCHFFT","EUR","S","2022-02-10","358655.25","340869.66","0","3","System","2022-02-11 09:00:36"
"2022-02-11","649","BKOFNZWEL","NZD","S","2022-02-11","12779.08","12779.08","0","3","System","2022-02-11 09:00:36"
"2022-02-11","653","DEVELOP BK SPR SPR","SGD","S","2022-02-10","13357.62","13357.62","0","3","System","2022-02-11 09:00:36"
"2022-02-11","7","MUTU NY 41","USD","S","2022-02-10","0.00","0.00","0","3","System","2022-02-11 09:00:36"
"2022-02-11","743","BTMU LONDON - GBP","GBP","S","2022-02-10","500.00","500.00","0","3","System","2022-02-11 09:00:36"
"2022-02-11","748","RBC TOR (NOSTRO)","CAD","S","2022-02-10","108350.21","108350.21","0","3","System","2022-02-11 09:00:36"
"2022-02-11","752","NAT WEST LONDON","GBP","S","2022-02-10","103370.61","103029.22","0","3","System","2022-02-11 09:00:36"
"2022-02-11","781","BTMU LONDON - EUR","EUR","S","2022-02-10","2285.88","2285.88","0","3","System","2022-02-11 09:00:36"
"2022-02-11","790","STANDARD CHART HK","HKD","S","2022-02-10","13141.74","13141.74","0","3","System","2022-02-11 09:00:36"
"2022-02-11","854","JP MORGAN CHASE NY 1","USD","S","2022-02-10","73904.58","73904.58","0","3","System","2022-02-11 09:00:36"
"2022-02-11","869","BTMU MEXICO","MXN","S","2022-02-10","301050.20","301050.20","0","3","System","2022-02-11 09:00:36"
"2022-02-11","877","MUTU NY CUSTEURO(JPY)48","JPY","S","2022-02-10","0.00","0.00","0","3","System","2022-02-11 09:00:36"
"2022-02-11","878","MUTU NY CUSTEURO(EUR)48","EUR","S","2022-02-10","0.00","0.00","0","3","System","2022-02-11 09:00:36"
"2022-02-11","902","DEUT BK TR NY 1","USD","S","2022-02-10","8838.34","8838.34","0","3","System","2022-02-11 09:00:36"
"2022-02-11","922","BANKHANDLOWYWS","PLN","S","2022-02-10","47447.65","47447.65","0","3","System","2022-02-11 09:00:36"
"2022-02-11","1025","CITIBANKNY","USD","S","2022-02-10","0.00","0.00","1","0","MirandaM","2022-02-11 09:01:01"
"2022-02-11","879","MUTU NY CUSTEUR(USD)48","USD","S","2022-02-10","0.00","0.00","1","0","MirandaM","2022-02-11 09:01:06"
"2022-02-11","37","FEDNY","USD","S","2022-02-10","0.00","7011232181.68","1","0","MirandaM","2022-02-11 09:01:19"
"2022-02-10","1","DEUTSCHE BK TR NY","USD","L","2022-02-09","104250.21","172833.03","0","1","System","2022-02-10 09:00:13"
"2022-02-10","4","JP MORGAN CHASE NY","USD","L","2022-02-09","9058.95","9058.95","0","1","System","2022-02-10 09:00:13"
"2022-02-10","7","MUTU NY 41","USD","L","2022-02-09","0.00","0.00","0","1","System","2022-02-10 09:00:13"
"2022-02-10","8","EUROCLEAR CUST BR","USD","L","2022-02-09","0.00","0.00","0","1","System","2022-02-10 09:00:13"
"2022-02-10","37","FEDNY","USD","L","2022-02-09","6829193474.41","6563895047.79","0","1","System","2022-02-10 09:00:13"
"2022-02-10","157","MUTB TOKYO ( USD )","USD","L","2022-02-09","0.00","0.00","0","1","System","2022-02-10 09:00:13"
"2022-02-10","444","MUTB LDN","GBP","L","2022-02-09","0.00","0.00","0","1","System","2022-02-10 09:00:13"
"2022-02-10","495","SKANDISTOCKHOLM","SEK","L","2022-02-09","134904.40","134904.40","0","1","System","2022-02-10 09:00:13"
"2022-02-10","504","DANSKE BANK COPENH","DKK","L","2022-02-09","25327.31","25327.31","0","1","System","2022-02-10 09:00:13"
"2022-02-10","511","DEN NOR BANK(DNB)","NOK","L","2022-02-09","77172.18","77172.18","0","1","System","2022-02-10 09:00:13"
"2022-02-10","516","WESTPACSYD","AUD","L","2022-02-09","0.00","0.00","0","1","System","2022-02-10 09:00:13"
"2022-02-10","522","EUROCLEAR CUST BR","JPY","L","2022-02-09","0.00","0.00","0","1","System","2022-02-10 09:00:14"
"2022-02-10","547","MUTB TOKYO (JPY)","JPY","L","2022-02-09","383478413.00","384181748.00","0","1","System","2022-02-10 09:00:14"
"2022-02-10","590","DEUTSCHFFT","EUR","L","2022-02-09","365191.37","358691.37","0","1","System","2022-02-10 09:00:14"
"2022-02-10","591","EUROCLEAR CUST BR - 1","EUR","L","2022-02-09","858.22","858.22","0","1","System","2022-02-10 09:00:14"
"2022-02-10","615","MUTB TOKYO ( EUR )","EUR","L","2022-02-09","0.00","0.00","0","1","System","2022-02-10 09:00:14"
"2022-02-10","649","BKOFNZWEL","NZD","L","2022-02-09","12779.08","12779.08","0","1","System","2022-02-10 09:00:14"
"2022-02-10","653","DEVELOP BK SPR SPR","SGD","L","2022-02-09","13357.62","13357.62","0","1","System","2022-02-10 09:00:14"
"2022-02-10","743","BTMU LONDON - GBP","GBP","L","2022-02-09","500.00","500.00","0","1","System","2022-02-10 09:00:14"
"2022-02-10","748","RBC TOR (NOSTRO)","CAD","L","2022-02-09","108350.21","108350.21","0","1","System","2022-02-10 09:00:14"
"2022-02-10","752","NAT WEST LONDON","GBP","L","2022-02-09","102498.31","103370.61","0","1","System","2022-02-10 09:00:14"
"2022-02-10","753","BTMU NY","USD","L","2022-02-09","0.00","0.00","0","1","System","2022-02-10 09:00:14"
"2022-02-10","771","BTMU (JPY CLS)","JPY","L","2022-02-09","2811725.00","2811725.00","0","1","System","2022-02-10 09:00:14"
"2022-02-10","778","EUROCLEAR CUST","CAD","L","2022-02-09","0.00","0.00","0","1","System","2022-02-10 09:00:14"
"2022-02-10","781","BTMU LONDON - EUR","EUR","L","2022-02-09","2385.88","2385.88","0","1","System","2022-02-10 09:00:14"
"2022-02-10","790","STANDARD CHART HK","HKD","L","2022-02-09","14161.74","14161.74","0","1","System","2022-02-10 09:00:14"
"2022-02-10","791","EUROCLEAR CUST BR - 0","EUR","L","2022-02-09","500.00","500.00","0","1","System","2022-02-10 09:00:14"
"2022-02-10","851","FIRSTRAND BANK LTD","ZAR","L","2022-02-09","9024.06","9024.06","0","1","System","2022-02-10 09:00:14"
"2022-02-10","854","JP MORGAN CHASE NY 1","USD","L","2022-02-09","73904.58","73904.58","0","1","System","2022-02-10 09:00:14"
"2022-02-10","869","BTMU MEXICO","MXN","L","2022-02-09","301050.20","301050.20","0","1","System","2022-02-10 09:00:15"
"2022-02-10","871","JP MORGAN CHASE NY 2","USD","L","2022-02-09","0.00","0.00","0","1","System","2022-02-10 09:00:15"
"2022-02-10","877","MUTU NY CUSTEURO(JPY)48","JPY","L","2022-02-09","0.00","0.00","0","1","System","2022-02-10 09:00:15"
"2022-02-10","878","MUTU NY CUSTEURO(EUR)48","EUR","L","2022-02-09","0.00","0.00","0","1","System","2022-02-10 09:00:15"
"2022-02-10","879","MUTU NY CUSTEUR(USD)48","USD","L","2022-02-09","0.00","0.00","0","1","System","2022-02-10 09:00:15"
"2022-02-10","902","DEUT BK TR NY 1","USD","L","2022-02-09","8838.34","8838.34","0","1","System","2022-02-10 09:00:15"
"2022-02-10","922","BANKHANDLOWYWS","PLN","L","2022-02-09","47676.26","47676.26","0","1","System","2022-02-10 09:00:15"
"2022-02-10","924","HSBCHK","CNY","L","2022-02-09","0.00","0.00","0","1","System","2022-02-10 09:00:15"
"2022-02-10","930","C S (SWITZERLAND)","CHF","L","2022-02-09","29851.16","29851.16","0","1","System","2022-02-10 09:00:15"
"2022-02-10","1025","CITIBANKNY","USD","L","2022-02-09","0.00","0.00","0","1","System","2022-02-10 09:00:15"
"2022-02-10","1038","STANDARD CHART HK","CNY","L","2022-02-09","50014.21","50014.21","0","1","System","2022-02-10 09:00:15"
"2022-02-10","1207","ANZMEL","AUD","L","2022-02-09","108427.61","108427.61","0","1","System","2022-02-10 09:00:15"
"2022-02-10","1","DEUTSCHE BK TR NY","USD","S","2022-02-09","237803.44","260217.67","0","3","System","2022-02-10 09:00:27"
"2022-02-10","1038","STANDARD CHART HK","CNY","S","2022-02-09","50014.21","50014.21","0","3","System","2022-02-10 09:00:27"
"2022-02-10","1207","ANZMEL","AUD","S","2022-02-09","108427.61","108427.61","0","3","System","2022-02-10 09:00:27"
"2022-02-10","4","JP MORGAN CHASE NY","USD","S","2022-02-09","9058.95","9058.95","0","3","System","2022-02-10 09:00:27"
"2022-02-10","495","SKANDISTOCKHOLM","SEK","S","2022-02-09","134904.40","134904.40","0","3","System","2022-02-10 09:00:27"
"2022-02-10","504","DANSKE BANK COPENH","DKK","S","2022-02-09","23827.31","23827.31","0","3","System","2022-02-10 09:00:27"
"2022-02-10","547","MUTB TOKYO (JPY)","JPY","S","2022-02-09","383474821.00","384178156.00","0","3","System","2022-02-10 09:00:27"
"2022-02-10","590","DEUTSCHFFT","EUR","S","2022-02-09","365162.25","358655.25","0","3","System","2022-02-10 09:00:27"
"2022-02-10","649","BKOFNZWEL","NZD","S","2022-02-10","12779.08","12779.08","0","3","System","2022-02-10 09:00:27"
"2022-02-10","653","DEVELOP BK SPR SPR","SGD","S","2022-02-09","13357.62","13357.62","0","3","System","2022-02-10 09:00:27"
"2022-02-10","7","MUTU NY 41","USD","S","2022-02-09","0.00","0.00","0","3","System","2022-02-10 09:00:27"
"2022-02-10","743","BTMU LONDON - GBP","GBP","S","2022-02-09","500.00","500.00","0","3","System","2022-02-10 09:00:27"
"2022-02-10","748","RBC TOR (NOSTRO)","CAD","S","2022-02-09","108350.21","108350.21","0","3","System","2022-02-10 09:00:27"
"2022-02-10","752","NAT WEST LONDON","GBP","S","2022-02-09","102498.31","103370.61","0","3","System","2022-02-10 09:00:27"
"2022-02-10","771","BTMU (JPY CLS)","JPY","S","2022-02-10","2811725.00","2811725.00","0","3","System","2022-02-10 09:00:27"
"2022-02-10","781","BTMU LONDON - EUR","EUR","S","2022-02-09","2285.88","2285.88","0","3","System","2022-02-10 09:00:27"
"2022-02-10","790","STANDARD CHART HK","HKD","S","2022-02-09","13141.74","13141.74","0","3","System","2022-02-10 09:00:27"
"2022-02-10","854","JP MORGAN CHASE NY 1","USD","S","2022-02-09","73904.58","73904.58","0","3","System","2022-02-10 09:00:27"
"2022-02-10","869","BTMU MEXICO","MXN","S","2022-02-09","301050.20","301050.20","0","3","System","2022-02-10 09:00:27"
"2022-02-10","877","MUTU NY CUSTEURO(JPY)48","JPY","S","2022-02-09","0.00","0.00","0","3","System","2022-02-10 09:00:27"
"2022-02-10","878","MUTU NY CUSTEURO(EUR)48","EUR","S","2022-02-09","0.00","0.00","0","3","System","2022-02-10 09:00:27"
"2022-02-10","902","DEUT BK TR NY 1","USD","S","2022-02-09","8838.34","8838.34","0","3","System","2022-02-10 09:00:27"
"2022-02-10","922","BANKHANDLOWYWS","PLN","S","2022-02-09","47447.65","47447.65","0","3","System","2022-02-10 09:00:27"
"2022-02-10","1025","CITIBANKNY","USD","S","2022-02-09","0.00","0.00","1","0","MirandaM","2022-02-10 09:07:38"
"2022-02-10","879","MUTU NY CUSTEUR(USD)48","USD","S","2022-02-09","0.00","0.00","1","0","MirandaM","2022-02-10 09:07:51"
"2022-02-10","37","FEDNY","USD","S","2022-02-10","0.00","6563895047.79","1","0","MirandaM","2022-02-10 09:08:44"
"2022-02-09","1","DEUTSCHE BK TR NY","USD","L","2022-02-08","285230.44","104250.21","0","1","System","2022-02-09 09:00:17"
"2022-02-09","4","JP MORGAN CHASE NY","USD","L","2022-02-08","9058.95","9058.95","0","1","System","2022-02-09 09:00:17"
"2022-02-09","7","MUTU NY 41","USD","L","2022-02-08","0.00","0.00","0","1","System","2022-02-09 09:00:17"
"2022-02-09","8","EUROCLEAR CUST BR","USD","L","2022-02-08","0.00","0.00","0","1","System","2022-02-09 09:00:17"
"2022-02-09","37","FEDNY","USD","L","2022-02-08","6240198491.27","6829193474.41","0","1","System","2022-02-09 09:00:17"
"2022-02-09","157","MUTB TOKYO ( USD )","USD","L","2022-02-08","0.00","0.00","0","1","System","2022-02-09 09:00:17"
"2022-02-09","444","MUTB LDN","GBP","L","2022-02-08","0.00","0.00","0","1","System","2022-02-09 09:00:17"
"2022-02-09","495","SKANDISTOCKHOLM","SEK","L","2022-02-08","134904.40","134904.40","0","1","System","2022-02-09 09:00:17"
"2022-02-09","504","DANSKE BANK COPENH","DKK","L","2022-02-08","25327.31","25327.31","0","1","System","2022-02-09 09:00:17"
"2022-02-09","511","DEN NOR BANK(DNB)","NOK","L","2022-02-08","77172.18","77172.18","0","1","System","2022-02-09 09:00:17"
"2022-02-09","516","WESTPACSYD","AUD","L","2022-02-08","0.00","0.00","0","1","System","2022-02-09 09:00:17"
"2022-02-09","522","EUROCLEAR CUST BR","JPY","L","2022-02-08","0.00","0.00","0","1","System","2022-02-09 09:00:17"
"2022-02-09","547","MUTB TOKYO (JPY)","JPY","L","2022-02-08","379206044.00","383478413.00","0","1","System","2022-02-09 09:00:17"
"2022-02-09","590","DEUTSCHFFT","EUR","L","2022-02-08","365191.37","365191.37","0","1","System","2022-02-09 09:00:17"
"2022-02-09","591","EUROCLEAR CUST BR - 1","EUR","L","2022-02-08","858.22","858.22","0","1","System","2022-02-09 09:00:17"
"2022-02-09","615","MUTB TOKYO ( EUR )","EUR","L","2022-02-08","0.00","0.00","0","1","System","2022-02-09 09:00:17"
"2022-02-09","649","BKOFNZWEL","NZD","L","2022-02-08","12779.08","12779.08","0","1","System","2022-02-09 09:00:17"
"2022-02-09","653","DEVELOP BK SPR SPR","SGD","L","2022-02-08","13357.62","13357.62","0","1","System","2022-02-09 09:00:17"
"2022-02-09","743","BTMU LONDON - GBP","GBP","L","2022-02-08","500.00","500.00","0","1","System","2022-02-09 09:00:18"
"2022-02-09","748","RBC TOR (NOSTRO)","CAD","L","2022-02-08","108700.21","108350.21","0","1","System","2022-02-09 09:00:18"
"2022-02-09","752","NAT WEST LONDON","GBP","L","2022-02-08","130499.27","102498.31","0","1","System","2022-02-09 09:00:18"
"2022-02-09","753","BTMU NY","USD","L","2022-02-08","0.00","0.00","0","1","System","2022-02-09 09:00:18"
"2022-02-09","771","BTMU (JPY CLS)","JPY","L","2022-02-08","2811725.00","2811725.00","0","1","System","2022-02-09 09:00:18"
"2022-02-09","778","EUROCLEAR CUST","CAD","L","2022-02-08","0.00","0.00","0","1","System","2022-02-09 09:00:18"
"2022-02-09","781","BTMU LONDON - EUR","EUR","L","2022-02-08","2385.88","2385.88","0","1","System","2022-02-09 09:00:18"
"2022-02-09","790","STANDARD CHART HK","HKD","L","2022-02-08","14161.74","14161.74","0","1","System","2022-02-09 09:00:18"
"2022-02-09","791","EUROCLEAR CUST BR - 0","EUR","L","2022-02-08","500.00","500.00","0","1","System","2022-02-09 09:00:18"
"2022-02-09","851","FIRSTRAND BANK LTD","ZAR","L","2022-02-08","9024.06","9024.06","0","1","System","2022-02-09 09:00:18"
"2022-02-09","854","JP MORGAN CHASE NY 1","USD","L","2022-02-08","63678.69","73904.58","0","1","System","2022-02-09 09:00:18"
"2022-02-09","869","BTMU MEXICO","MXN","L","2022-02-08","301050.20","301050.20","0","1","System","2022-02-09 09:00:18"
"2022-02-09","871","JP MORGAN CHASE NY 2","USD","L","2022-02-08","0.00","0.00","0","1","System","2022-02-09 09:00:18"
"2022-02-09","877","MUTU NY CUSTEURO(JPY)48","JPY","L","2022-02-08","0.00","0.00","0","1","System","2022-02-09 09:00:18"
"2022-02-09","878","MUTU NY CUSTEURO(EUR)48","EUR","L","2022-02-08","0.00","0.00","0","1","System","2022-02-09 09:00:18"
"2022-02-09","879","MUTU NY CUSTEUR(USD)48","USD","L","2022-02-08","0.00","0.00","0","1","System","2022-02-09 09:00:18"
"2022-02-09","902","DEUT BK TR NY 1","USD","L","2022-02-08","8838.34","8838.34","0","1","System","2022-02-09 09:00:18"
"2022-02-09","922","BANKHANDLOWYWS","PLN","L","2022-02-08","47676.26","47676.26","0","1","System","2022-02-09 09:00:19"
"2022-02-09","924","HSBCHK","CNY","L","2022-02-08","0.00","0.00","0","1","System","2022-02-09 09:00:19"
"2022-02-09","930","C S (SWITZERLAND)","CHF","L","2022-02-08","29851.16","29851.16","0","1","System","2022-02-09 09:00:19"
"2022-02-09","1025","CITIBANKNY","USD","L","2022-02-08","0.00","0.00","0","1","System","2022-02-09 09:00:19"
"2022-02-09","1038","STANDARD CHART HK","CNY","L","2022-02-08","50014.21","50014.21","0","1","System","2022-02-09 09:00:19"
"2022-02-09","1207","ANZMEL","AUD","L","2022-02-08","108427.61","108427.61","0","1","System","2022-02-09 09:00:19"
"2022-02-09","1","DEUTSCHE BK TR NY","USD","S","2022-02-08","329990.22","237803.44","0","3","System","2022-02-09 09:00:31"
"2022-02-09","1038","STANDARD CHART HK","CNY","S","2022-02-08","50014.21","50014.21","0","3","System","2022-02-09 09:00:31"
"2022-02-09","1207","ANZMEL","AUD","S","2022-02-08","108427.61","108427.61","0","3","System","2022-02-09 09:00:31"
"2022-02-09","4","JP MORGAN CHASE NY","USD","S","2022-02-08","9058.95","9058.95","0","3","System","2022-02-09 09:00:31"
"2022-02-09","495","SKANDISTOCKHOLM","SEK","S","2022-02-08","134904.40","134904.40","0","3","System","2022-02-09 09:00:31"
"2022-02-09","504","DANSKE BANK COPENH","DKK","S","2022-02-08","25327.31","23827.31","0","3","System","2022-02-09 09:00:31"
"2022-02-09","547","MUTB TOKYO (JPY)","JPY","S","2022-02-08","379202452.00","383474821.00","0","3","System","2022-02-09 09:00:31"
"2022-02-09","590","DEUTSCHFFT","EUR","S","2022-02-08","365162.25","365162.25","0","3","System","2022-02-09 09:00:31"
"2022-02-09","649","BKOFNZWEL","NZD","S","2022-02-09","12779.08","12779.08","0","3","System","2022-02-09 09:00:31"
"2022-02-09","653","DEVELOP BK SPR SPR","SGD","S","2022-02-08","13357.62","13357.62","0","3","System","2022-02-09 09:00:31"
"2022-02-09","7","MUTU NY 41","USD","S","2022-02-08","0.00","0.00","0","3","System","2022-02-09 09:00:31"
"2022-02-09","743","BTMU LONDON - GBP","GBP","S","2022-02-08","500.00","500.00","0","3","System","2022-02-09 09:00:31"
"2022-02-09","748","RBC TOR (NOSTRO)","CAD","S","2022-02-08","108350.21","108350.21","0","3","System","2022-02-09 09:00:31"
"2022-02-09","752","NAT WEST LONDON","GBP","S","2022-02-08","132498.31","102498.31","0","3","System","2022-02-09 09:00:31"
"2022-02-09","771","BTMU (JPY CLS)","JPY","S","2022-02-09","2811725.00","2811725.00","0","3","System","2022-02-09 09:00:31"
"2022-02-09","781","BTMU LONDON - EUR","EUR","S","2022-02-08","2285.88","2285.88","0","3","System","2022-02-09 09:00:31"
"2022-02-09","790","STANDARD CHART HK","HKD","S","2022-02-08","14161.74","13141.74","0","3","System","2022-02-09 09:00:31"
"2022-02-09","854","JP MORGAN CHASE NY 1","USD","S","2022-02-08","63678.69","73904.58","0","3","System","2022-02-09 09:00:31"
"2022-02-09","869","BTMU MEXICO","MXN","S","2022-02-08","301050.20","301050.20","0","3","System","2022-02-09 09:00:31"
"2022-02-09","877","MUTU NY CUSTEURO(JPY)48","JPY","S","2022-02-08","0.00","0.00","0","3","System","2022-02-09 09:00:31"
"2022-02-09","878","MUTU NY CUSTEURO(EUR)48","EUR","S","2022-02-08","0.00","0.00","0","3","System","2022-02-09 09:00:31"
"2022-02-09","902","DEUT BK TR NY 1","USD","S","2022-02-08","8838.34","8838.34","0","3","System","2022-02-09 09:00:31"
"2022-02-09","922","BANKHANDLOWYWS","PLN","S","2022-02-08","47447.65","47447.65","0","3","System","2022-02-09 09:00:31"
"2022-02-09","1025","CITIBANKNY","USD","S","2022-02-08","0.00","0.00","1","0","Georgine","2022-02-09 09:02:01"
"2022-02-09","879","MUTU NY CUSTEUR(USD)48","USD","S","2022-02-08","0.00","0.00","1","0","Georgine","2022-02-09 09:02:16"
"2022-02-09","37","FEDNY","USD","S","2022-02-08","0.00","6829193474.41","1","0","Georgine","2022-02-09 09:02:40"
"2022-02-08","1","DEUTSCHE BK TR NY","USD","L","2022-02-07","-121347.91","285230.44","0","1","System","2022-02-08 09:00:15"
"2022-02-08","4","JP MORGAN CHASE NY","USD","L","2022-02-07","9058.95","9058.95","0","1","System","2022-02-08 09:00:15"
"2022-02-08","7","MUTU NY 41","USD","L","2022-02-07","0.00","0.00","0","1","System","2022-02-08 09:00:15"
"2022-02-08","8","EUROCLEAR CUST BR","USD","L","2022-02-07","0.00","0.00","0","1","System","2022-02-08 09:00:15"
"2022-02-08","37","FEDNY","USD","L","2022-02-07","6562799154.73","6240198491.27","0","1","System","2022-02-08 09:00:15"
"2022-02-08","157","MUTB TOKYO ( USD )","USD","L","2022-02-07","0.00","0.00","0","1","System","2022-02-08 09:00:15"
"2022-02-08","444","MUTB LDN","GBP","L","2022-02-07","0.00","0.00","0","1","System","2022-02-08 09:00:15"
"2022-02-08","495","SKANDISTOCKHOLM","SEK","L","2022-02-07","134904.40","134904.40","0","1","System","2022-02-08 09:00:15"
"2022-02-08","504","DANSKE BANK COPENH","DKK","L","2022-02-07","25327.31","25327.31","0","1","System","2022-02-08 09:00:15"
"2022-02-08","511","DEN NOR BANK(DNB)","NOK","L","2022-02-07","77172.18","77172.18","0","1","System","2022-02-08 09:00:15"
"2022-02-08","516","WESTPACSYD","AUD","L","2022-02-07","0.00","0.00","0","1","System","2022-02-08 09:00:15"
"2022-02-08","522","EUROCLEAR CUST BR","JPY","L","2022-02-07","0.00","0.00","0","1","System","2022-02-08 09:00:15"
"2022-02-08","547","MUTB TOKYO (JPY)","JPY","L","2022-02-07","378944044.00","379206044.00","0","1","System","2022-02-08 09:00:15"
"2022-02-08","590","DEUTSCHFFT","EUR","L","2022-02-07","260558.63","365191.37","0","1","System","2022-02-08 09:00:16"
"2022-02-08","591","EUROCLEAR CUST BR - 1","EUR","L","2022-02-07","1140.76","858.22","0","1","System","2022-02-08 09:00:16"
"2022-02-08","615","MUTB TOKYO ( EUR )","EUR","L","2022-02-07","0.00","0.00","0","1","System","2022-02-08 09:00:16"
"2022-02-08","649","BKOFNZWEL","NZD","L","2022-02-07","12779.08","12779.08","0","1","System","2022-02-08 09:00:16"
"2022-02-08","653","DEVELOP BK SPR SPR","SGD","L","2022-02-07","13357.62","13357.62","0","1","System","2022-02-08 09:00:16"
"2022-02-08","743","BTMU LONDON - GBP","GBP","L","2022-02-07","500.00","500.00","0","1","System","2022-02-08 09:00:16"
"2022-02-08","748","RBC TOR (NOSTRO)","CAD","L","2022-02-07","108700.21","108700.21","0","1","System","2022-02-08 09:00:16"
"2022-02-08","752","NAT WEST LONDON","GBP","L","2022-02-07","52802.12","130499.27","0","1","System","2022-02-08 09:00:16"
"2022-02-08","753","BTMU NY","USD","L","2022-02-07","0.00","0.00","0","1","System","2022-02-08 09:00:16"
"2022-02-08","771","BTMU (JPY CLS)","JPY","L","2022-02-07","2811725.00","2811725.00","0","1","System","2022-02-08 09:00:16"
"2022-02-08","778","EUROCLEAR CUST","CAD","L","2022-02-07","0.00","0.00","0","1","System","2022-02-08 09:00:16"
"2022-02-08","781","BTMU LONDON - EUR","EUR","L","2022-02-07","2385.88","2385.88","0","1","System","2022-02-08 09:00:16"
"2022-02-08","790","STANDARD CHART HK","HKD","L","2022-02-07","14161.74","14161.74","0","1","System","2022-02-08 09:00:16"
"2022-02-08","791","EUROCLEAR CUST BR - 0","EUR","L","2022-02-07","500.00","500.00","0","1","System","2022-02-08 09:00:16"
"2022-02-08","851","FIRSTRAND BANK LTD","ZAR","L","2022-02-07","9024.06","9024.06","0","1","System","2022-02-08 09:00:16"
"2022-02-08","854","JP MORGAN CHASE NY 1","USD","L","2022-02-07","63678.69","63678.69","0","1","System","2022-02-08 09:00:16"
"2022-02-08","869","BTMU MEXICO","MXN","L","2022-02-07","301050.20","301050.20","0","1","System","2022-02-08 09:00:16"
"2022-02-08","871","JP MORGAN CHASE NY 2","USD","L","2022-02-07","0.00","0.00","0","1","System","2022-02-08 09:00:16"
"2022-02-08","877","MUTU NY CUSTEURO(JPY)48","JPY","L","2022-02-07","0.00","0.00","0","1","System","2022-02-08 09:00:17"
"2022-02-08","878","MUTU NY CUSTEURO(EUR)48","EUR","L","2022-02-07","0.00","0.00","0","1","System","2022-02-08 09:00:17"
"2022-02-08","879","MUTU NY CUSTEUR(USD)48","USD","L","2022-02-07","0.00","0.00","0","1","System","2022-02-08 09:00:17"
"2022-02-08","902","DEUT BK TR NY 1","USD","L","2022-02-07","8838.34","8838.34","0","1","System","2022-02-08 09:00:17"
"2022-02-08","922","BANKHANDLOWYWS","PLN","L","2022-02-07","47676.26","47676.26","0","1","System","2022-02-08 09:00:17"
"2022-02-08","924","HSBCHK","CNY","L","2022-02-07","0.00","0.00","0","1","System","2022-02-08 09:00:17"
"2022-02-08","930","C S (SWITZERLAND)","CHF","L","2022-02-07","29851.16","29851.16","0","1","System","2022-02-08 09:00:17"
"2022-02-08","1025","CITIBANKNY","USD","L","2022-02-07","0.00","0.00","0","1","System","2022-02-08 09:00:17"
"2022-02-08","1038","STANDARD CHART HK","CNY","L","2022-02-07","50014.21","50014.21","0","1","System","2022-02-08 09:00:17"
"2022-02-08","1207","ANZMEL","AUD","L","2022-02-07","108427.61","108427.61","0","1","System","2022-02-08 09:00:17"
"2022-02-08","1","DEUTSCHE BK TR NY","USD","S","2022-02-07","229646.40","329990.22","0","3","System","2022-02-08 09:00:28"
"2022-02-08","1038","STANDARD CHART HK","CNY","S","2022-02-07","50014.21","50014.21","0","3","System","2022-02-08 09:00:28"
"2022-02-08","1207","ANZMEL","AUD","S","2022-02-07","108427.61","108427.61","0","3","System","2022-02-08 09:00:28"
"2022-02-08","4","JP MORGAN CHASE NY","USD","S","2022-02-07","9058.95","9058.95","0","3","System","2022-02-08 09:00:28"
"2022-02-08","495","SKANDISTOCKHOLM","SEK","S","2022-02-07","134904.40","134904.40","0","3","System","2022-02-08 09:00:28"
"2022-02-08","504","DANSKE BANK COPENH","DKK","S","2022-02-07","25327.31","25327.31","0","3","System","2022-02-08 09:00:28"
"2022-02-08","547","MUTB TOKYO (JPY)","JPY","S","2022-02-07","378940452.00","379202452.00","0","3","System","2022-02-08 09:00:28"
"2022-02-08","590","DEUTSCHFFT","EUR","S","2022-02-07","260529.51","365162.25","0","3","System","2022-02-08 09:00:28"
"2022-02-08","649","BKOFNZWEL","NZD","S","2022-02-08","12779.08","12779.08","0","3","System","2022-02-08 09:00:28"
"2022-02-08","653","DEVELOP BK SPR SPR","SGD","S","2022-02-07","13357.62","13357.62","0","3","System","2022-02-08 09:00:28"
"2022-02-08","7","MUTU NY 41","USD","S","2022-02-07","0.00","0.00","0","3","System","2022-02-08 09:00:28"
"2022-02-08","743","BTMU LONDON - GBP","GBP","S","2022-02-07","500.00","500.00","0","3","System","2022-02-08 09:00:28"
"2022-02-08","748","RBC TOR (NOSTRO)","CAD","S","2022-02-07","108350.21","108350.21","0","3","System","2022-02-08 09:00:28"
