ref_date,acct_id,acct_sn,ccy_cd,l_s_type,value_date,opening_bal,closing_bal,inp_type,src_type,upd_userid,upd_datetime
"2022-02-16","878","MUTU NY CUSTEURO(EUR)48","EUR","L","2022-02-15","0.00","0.00","0","1","System","2022-02-16 09:00:40"
"2022-02-16","879","MUTU NY CUSTEUR(USD)48","USD","L","2022-02-15","0.00","0.00","0","1","System","2022-02-16 09:00:40"
"2022-02-16","902","DEUT BK TR NY 1","USD","L","2022-02-15","8838.34","8838.34","0","1","System","2022-02-16 09:00:40"
"2022-02-16","922","BANKHANDLOWYWS","PLN","L","2022-02-15","47676.26","47447.65","0","1","System","2022-02-16 09:00:40"
"2022-02-16","924","HSBCHK","CNY","L","2022-02-15","0.00","0.00","0","1","System","2022-02-16 09:00:40"
"2022-02-16","930","C S (SWITZERLAND)","CHF","L","2022-02-15","29851.16","29769.94","0","1","System","2022-02-16 09:00:40"
"2022-02-16","1025","CITIBANKNY","USD","L","2022-02-15","0.00","0.00","0","1","System","2022-02-16 09:00:40"
"2022-02-16","1038","STANDARD CHART HK","CNY","L","2022-02-15","50014.21","50014.21","0","1","System","2022-02-16 09:00:40"
"2022-02-16","1207","ANZMEL","AUD","L","2022-02-15","109155.95","103666.58","0","1","System","2022-02-16 09:00:40"
"2022-02-16","1","DEUTSCHE BK TR NY","USD","S","2022-02-15","248614.87","285915.54","0","3","System","2022-02-16 09:00:53"
"2022-02-16","1038","STANDARD CHART HK","CNY","S","2022-02-15","50014.21","50014.21","0","3","System","2022-02-16 09:00:53"
"2022-02-16","1207","ANZMEL","AUD","S","2022-02-15","109155.95","103666.58","0","3","System","2022-02-16 09:00:53"
"2022-02-16","4","JP MORGAN CHASE NY","USD","S","2022-02-15","9058.95","9058.95","0","3","System","2022-02-16 09:00:53"
"2022-02-16","495","SKANDISTOCKHOLM","SEK","S","2022-02-15","134904.40","8334904.40","0","3","System","2022-02-16 09:00:53"
"2022-02-16","504","DANSKE BANK COPENH","DKK","S","2022-02-15","23827.31","23827.31","0","3","System","2022-02-16 09:00:53"
"2022-02-16","511","DEN NOR BANK(DNB)","NOK","S","2022-02-15","77172.18","76122.18","0","3","System","2022-02-16 09:00:53"
"2022-02-16","547","MUTB TOKYO (JPY)","JPY","S","2022-02-15","384194748.00","384834272.00","0","3","System","2022-02-16 09:00:53"
"2022-02-16","590","DEUTSCHFFT","EUR","S","2022-02-15","355112.52","350772.88","0","3","System","2022-02-16 09:00:53"
"2022-02-16","591","EUROCLEAR CUST BR - 1","EUR","S","2022-02-15","-3141.77","858.22","0","3","System","2022-02-16 09:00:53"
"2022-02-16","649","BKOFNZWEL","NZD","S","2022-02-16","1850779.08","1850623.08","0","3","System","2022-02-16 09:00:53"
"2022-02-16","653","DEVELOP BK SPR SPR","SGD","S","2022-02-15","13357.62","13238.11","0","3","System","2022-02-16 09:00:53"
"2022-02-16","7","MUTU NY 41","USD","S","2022-02-15","0.00","0.00","0","3","System","2022-02-16 09:00:53"
"2022-02-16","743","BTMU LONDON - GBP","GBP","S","2022-02-15","500.00","500.00","0","3","System","2022-02-16 09:00:53"
"2022-02-16","748","RBC TOR (NOSTRO)","CAD","S","2022-02-15","108350.21","131744.91","0","3","System","2022-02-16 09:00:53"
"2022-02-16","752","NAT WEST LONDON","GBP","S","2022-02-15","50706.28","55541.67","0","3","System","2022-02-16 09:00:53"
"2022-02-16","771","BTMU (JPY CLS)","JPY","S","2022-02-16","2194822.00","2194823.00","0","3","System","2022-02-16 09:00:53"
"2022-02-16","781","BTMU LONDON - EUR","EUR","S","2022-02-15","2285.88","2280.88","0","3","System","2022-02-16 09:00:53"
"2022-02-16","790","STANDARD CHART HK","HKD","S","2022-02-15","13141.74","13141.74","0","3","System","2022-02-16 09:00:53"
"2022-02-16","854","JP MORGAN CHASE NY 1","USD","S","2022-02-15","94769.40","63344.36","0","3","System","2022-02-16 09:00:53"
"2022-02-16","869","BTMU MEXICO","MXN","S","2022-02-15","301050.20","301050.20","0","3","System","2022-02-16 09:00:53"
"2022-02-16","877","MUTU NY CUSTEURO(JPY)48","JPY","S","2022-02-15","0.00","0.00","0","3","System","2022-02-16 09:00:53"
"2022-02-16","878","MUTU NY CUSTEURO(EUR)48","EUR","S","2022-02-15","0.00","0.00","0","3","System","2022-02-16 09:00:53"
"2022-02-16","902","DEUT BK TR NY 1","USD","S","2022-02-15","8712.09","8712.09","0","3","System","2022-02-16 09:00:53"
"2022-02-16","922","BANKHANDLOWYWS","PLN","S","2022-02-15","47447.65","47447.65","0","3","System","2022-02-16 09:00:53"
"2022-02-16","930","C S (SWITZERLAND)","CHF","S","2022-02-15","29851.16","29769.94","0","3","System","2022-02-16 09:00:53"
"2022-02-16","1025","CITIBANKNY","USD","S","2022-02-15","0.00","0.00","1","0","MirandaM","2022-02-16 09:00:54"
"2022-02-16","879","MUTU NY CUSTEUR(USD)48","USD","S","2022-02-15","0.00","0.00","1","0","MirandaM","2022-02-16 09:01:00"
"2022-02-16","37","FEDNY","USD","S","2022-02-15","0.00","6587191830.58","1","0","MirandaM","2022-02-16 09:01:22"
"2022-02-15","1","DEUTSCHE BK TR NY","USD","L","2022-02-14","228044.13","277459.37","0","1","System","2022-02-15 09:00:16"
"2022-02-15","4","JP MORGAN CHASE NY","USD","L","2022-02-14","9058.95","9058.95","0","1","System","2022-02-15 09:00:16"
"2022-02-15","7","MUTU NY 41","USD","L","2022-02-14","0.00","0.00","0","1","System","2022-02-15 09:00:16"
"2022-02-15","8","EUROCLEAR CUST BR","USD","L","2022-02-14","0.00","0.00","0","1","System","2022-02-15 09:00:17"
"2022-02-15","37","FEDNY","USD","L","2022-02-14","6497098530.00","7293998616.16","0","1","System","2022-02-15 09:00:17"
"2022-02-15","157","MUTB TOKYO ( USD )","USD","L","2022-02-14","0.00","0.00","0","1","System","2022-02-15 09:00:17"
"2022-02-15","444","MUTB LDN","GBP","L","2022-02-14","0.00","0.00","0","1","System","2022-02-15 09:00:17"
"2022-02-15","495","SKANDISTOCKHOLM","SEK","L","2022-02-14","134904.40","134904.40","0","1","System","2022-02-15 09:00:17"
"2022-02-15","504","DANSKE BANK COPENH","DKK","L","2022-02-14","23827.31","23827.31","0","1","System","2022-02-15 09:00:17"
"2022-02-15","511","DEN NOR BANK(DNB)","NOK","L","2022-02-14","77172.18","77172.18","0","1","System","2022-02-15 09:00:17"
"2022-02-15","516","WESTPACSYD","AUD","L","2022-02-14","0.00","0.00","0","1","System","2022-02-15 09:00:17"
"2022-02-15","522","EUROCLEAR CUST BR","JPY","L","2022-02-14","0.00","0.00","0","1","System","2022-02-15 09:00:17"
"2022-02-15","547","MUTB TOKYO (JPY)","JPY","L","2022-02-14","384194748.00","384194748.00","0","1","System","2022-02-15 09:00:17"
"2022-02-15","590","DEUTSCHFFT","EUR","L","2022-02-14","374348.56","381491.42","0","1","System","2022-02-15 09:00:17"
"2022-02-15","591","EUROCLEAR CUST BR - 1","EUR","L","2022-02-14","858.22","858.22","0","1","System","2022-02-15 09:00:17"
"2022-02-15","615","MUTB TOKYO ( EUR )","EUR","L","2022-02-14","0.00","0.00","0","1","System","2022-02-15 09:00:17"
"2022-02-15","649","BKOFNZWEL","NZD","L","2022-02-14","12779.08","12779.08","0","1","System","2022-02-15 09:00:17"
"2022-02-15","653","DEVELOP BK SPR SPR","SGD","L","2022-02-14","13357.62","13357.62","0","1","System","2022-02-15 09:00:17"
"2022-02-15","743","BTMU LONDON - GBP","GBP","L","2022-02-14","500.00","500.00","0","1","System","2022-02-15 09:00:17"
"2022-02-15","748","RBC TOR (NOSTRO)","CAD","L","2022-02-14","108350.21","108350.21","0","1","System","2022-02-15 09:00:17"
"2022-02-15","752","NAT WEST LONDON","GBP","L","2022-02-14","103041.92","50718.98","0","1","System","2022-02-15 09:00:17"
"2022-02-15","753","BTMU NY","USD","L","2022-02-14","0.00","0.00","0","1","System","2022-02-15 09:00:18"
"2022-02-15","771","BTMU (JPY CLS)","JPY","L","2022-02-14","2811725.00","2194822.00","0","1","System","2022-02-15 09:00:18"
"2022-02-15","778","EUROCLEAR CUST","CAD","L","2022-02-14","0.00","0.00","0","1","System","2022-02-15 09:00:18"
"2022-02-15","781","BTMU LONDON - EUR","EUR","L","2022-02-14","2285.88","2285.88","0","1","System","2022-02-15 09:00:18"
"2022-02-15","790","STANDARD CHART HK","HKD","L","2022-02-14","13141.74","13141.74","0","1","System","2022-02-15 09:00:18"
"2022-02-15","791","EUROCLEAR CUST BR - 0","EUR","L","2022-02-14","500.00","500.00","0","1","System","2022-02-15 09:00:18"
"2022-02-15","851","FIRSTRAND BANK LTD","ZAR","L","2022-02-14","9024.06","9024.06","0","1","System","2022-02-15 09:00:18"
"2022-02-15","854","JP MORGAN CHASE NY 1","USD","L","2022-02-14","73904.58","94769.40","0","1","System","2022-02-15 09:00:18"
"2022-02-15","869","BTMU MEXICO","MXN","L","2022-02-14","301050.20","301050.20","0","1","System","2022-02-15 09:00:18"
"2022-02-15","871","JP MORGAN CHASE NY 2","USD","L","2022-02-14","0.00","0.00","0","1","System","2022-02-15 09:00:18"
"2022-02-15","877","MUTU NY CUSTEURO(JPY)48","JPY","L","2022-02-14","0.00","0.00","0","1","System","2022-02-15 09:00:18"
"2022-02-15","878","MUTU NY CUSTEURO(EUR)48","EUR","L","2022-02-14","0.00","0.00","0","1","System","2022-02-15 09:00:18"
"2022-02-15","879","MUTU NY CUSTEUR(USD)48","USD","L","2022-02-14","0.00","0.00","0","1","System","2022-02-15 09:00:18"
"2022-02-15","902","DEUT BK TR NY 1","USD","L","2022-02-14","8838.34","8838.34","0","1","System","2022-02-15 09:00:18"
"2022-02-15","922","BANKHANDLOWYWS","PLN","L","2022-02-14","47676.26","47676.26","0","1","System","2022-02-15 09:00:18"
"2022-02-15","924","HSBCHK","CNY","L","2022-02-14","0.00","0.00","0","1","System","2022-02-15 09:00:18"
"2022-02-15","930","C S (SWITZERLAND)","CHF","L","2022-02-14","29851.16","29851.16","0","1","System","2022-02-15 09:00:18"
"2022-02-15","1025","CITIBANKNY","USD","L","2022-02-14","0.00","0.00","0","1","System","2022-02-15 09:00:18"
"2022-02-15","1038","STANDARD CHART HK","CNY","L","2022-02-14","50014.21","50014.21","0","1","System","2022-02-15 09:00:19"
"2022-02-15","1207","ANZMEL","AUD","L","2022-02-14","109511.95","109155.95","0","1","System","2022-02-15 09:00:19"
"2022-02-15","1","DEUTSCHE BK TR NY","USD","S","2022-02-14","200323.10","248614.87","0","3","System","2022-02-15 09:00:30"
"2022-02-15","1038","STANDARD CHART HK","CNY","S","2022-02-14","50014.21","50014.21","0","3","System","2022-02-15 09:00:30"
"2022-02-15","1207","ANZMEL","AUD","S","2022-02-14","109511.95","109155.95","0","3","System","2022-02-15 09:00:30"
"2022-02-15","4","JP MORGAN CHASE NY","USD","S","2022-02-14","9058.95","9058.95","0","3","System","2022-02-15 09:00:30"
"2022-02-15","495","SKANDISTOCKHOLM","SEK","S","2022-02-14","134904.40","134904.40","0","3","System","2022-02-15 09:00:30"
"2022-02-15","504","DANSKE BANK COPENH","DKK","S","2022-02-14","23827.31","23827.31","0","3","System","2022-02-15 09:00:30"
"2022-02-15","590","DEUTSCHFFT","EUR","S","2022-02-14","347969.66","355112.52","0","3","System","2022-02-15 09:00:30"
"2022-02-15","649","BKOFNZWEL","NZD","S","2022-02-15","12779.08","1850779.08","0","3","System","2022-02-15 09:00:30"
"2022-02-15","653","DEVELOP BK SPR SPR","SGD","S","2022-02-14","13357.62","13357.62","0","3","System","2022-02-15 09:00:30"
"2022-02-15","7","MUTU NY 41","USD","S","2022-02-14","0.00","0.00","0","3","System","2022-02-15 09:00:30"
"2022-02-15","743","BTMU LONDON - GBP","GBP","S","2022-02-14","500.00","500.00","0","3","System","2022-02-15 09:00:30"
"2022-02-15","748","RBC TOR (NOSTRO)","CAD","S","2022-02-14","108350.21","108350.21","0","3","System","2022-02-15 09:00:30"
"2022-02-15","752","NAT WEST LONDON","GBP","S","2022-02-14","103029.22","50706.28","0","3","System","2022-02-15 09:00:30"
"2022-02-15","771","BTMU (JPY CLS)","JPY","S","2022-02-15","2194822.00","2194822.00","0","3","System","2022-02-15 09:00:30"
"2022-02-15","781","BTMU LONDON - EUR","EUR","S","2022-02-14","2285.88","2285.88","0","3","System","2022-02-15 09:00:30"
"2022-02-15","790","STANDARD CHART HK","HKD","S","2022-02-14","13141.74","13141.74","0","3","System","2022-02-15 09:00:30"
"2022-02-15","854","JP MORGAN CHASE NY 1","USD","S","2022-02-14","73904.58","94769.40","0","3","System","2022-02-15 09:00:30"
"2022-02-15","869","BTMU MEXICO","MXN","S","2022-02-14","301050.20","301050.20","0","3","System","2022-02-15 09:00:30"
"2022-02-15","877","MUTU NY CUSTEURO(JPY)48","JPY","S","2022-02-14","0.00","0.00","0","3","System","2022-02-15 09:00:30"
"2022-02-15","878","MUTU NY CUSTEURO(EUR)48","EUR","S","2022-02-14","0.00","0.00","0","3","System","2022-02-15 09:00:30"
"2022-02-15","902","DEUT BK TR NY 1","USD","S","2022-02-14","8838.34","8712.09","0","3","System","2022-02-15 09:00:30"
"2022-02-15","922","BANKHANDLOWYWS","PLN","S","2022-02-14","47447.65","47447.65","0","3","System","2022-02-15 09:00:30"
"2022-02-15","1025","CITIBANKNY","USD","S","2022-02-14","0.00","0.00","1","0","MirandaM","2022-02-15 09:00:52"
"2022-02-15","879","MUTU NY CUSTEUR(USD)48","USD","S","2022-02-14","0.00","0.00","1","0","MirandaM","2022-02-15 09:00:57"
"2022-02-15","37","FEDNY","USD","S","2022-02-14","0.00","7293998616.16","1","0","MirandaM","2022-02-15 09:03:10"
"2022-02-14","1","DEUTSCHE BK TR NY","USD","L","2022-02-11","197023.22","228044.13","0","1","System","2022-02-14 09:00:12"
"2022-02-14","4","JP MORGAN CHASE NY","USD","L","2022-02-11","9058.95","9058.95","0","1","System","2022-02-14 09:00:12"
"2022-02-14","7","MUTU NY 41","USD","L","2022-02-11","0.00","0.00","0","1","System","2022-02-14 09:00:12"
"2022-02-14","8","EUROCLEAR CUST BR","USD","L","2022-02-11","0.00","0.00","0","1","System","2022-02-14 09:00:12"
"2022-02-14","37","FEDNY","USD","L","2022-02-11","7011232181.68","6497098530.00","0","1","System","2022-02-14 09:00:12"
"2022-02-14","157","MUTB TOKYO ( USD )","USD","L","2022-02-11","0.00","0.00","0","1","System","2022-02-14 09:00:12"
"2022-02-14","444","MUTB LDN","GBP","L","2022-02-11","0.00","0.00","0","1","System","2022-02-14 09:00:12"
"2022-02-14","495","SKANDISTOCKHOLM","SEK","L","2022-02-11","134904.40","134904.40","0","1","System","2022-02-14 09:00:13"
"2022-02-14","504","DANSKE BANK COPENH","DKK","L","2022-02-11","23827.31","23827.31","0","1","System","2022-02-14 09:00:13"
"2022-02-14","511","DEN NOR BANK(DNB)","NOK","L","2022-02-11","77172.18","77172.18","0","1","System","2022-02-14 09:00:13"
"2022-02-14","516","WESTPACSYD","AUD","L","2022-02-11","0.00","0.00","0","1","System","2022-02-14 09:00:13"
"2022-02-14","522","EUROCLEAR CUST BR","JPY","L","2022-02-11","0.00","0.00","0","1","System","2022-02-14 09:00:13"
"2022-02-14","547","MUTB TOKYO (JPY)","JPY","L","2022-02-11","384194748.00","384194748.00","0","1","System","2022-02-14 09:00:13"
"2022-02-14","590","DEUTSCHFFT","EUR","L","2022-02-11","340898.78","374348.56","0","1","System","2022-02-14 09:00:13"
"2022-02-14","591","EUROCLEAR CUST BR - 1","EUR","L","2022-02-11","858.22","858.22","0","1","System","2022-02-14 09:00:13"
"2022-02-14","615","MUTB TOKYO ( EUR )","EUR","L","2022-02-11","0.00","0.00","0","1","System","2022-02-14 09:00:13"
"2022-02-14","649","BKOFNZWEL","NZD","L","2022-02-11","12779.08","12779.08","0","1","System","2022-02-14 09:00:13"
"2022-02-14","653","DEVELOP BK SPR SPR","SGD","L","2022-02-11","13357.62","13357.62","0","1","System","2022-02-14 09:00:13"
"2022-02-14","743","BTMU LONDON - GBP","GBP","L","2022-02-11","500.00","500.00","0","1","System","2022-02-14 09:00:13"
"2022-02-14","748","RBC TOR (NOSTRO)","CAD","L","2022-02-11","108350.21","108350.21","0","1","System","2022-02-14 09:00:13"
"2022-02-14","752","NAT WEST LONDON","GBP","L","2022-02-11","103029.22","103041.92","0","1","System","2022-02-14 09:00:13"
"2022-02-14","753","BTMU NY","USD","L","2022-02-11","0.00","0.00","0","1","System","2022-02-14 09:00:13"
"2022-02-14","771","BTMU (JPY CLS)","JPY","L","2022-02-11","2811725.00","2811725.00","0","1","System","2022-02-14 09:00:13"
"2022-02-14","778","EUROCLEAR CUST","CAD","L","2022-02-11","0.00","0.00","0","1","System","2022-02-14 09:00:13"
"2022-02-14","781","BTMU LONDON - EUR","EUR","L","2022-02-11","2285.88","2285.88","0","1","System","2022-02-14 09:00:13"
"2022-02-14","790","STANDARD CHART HK","HKD","L","2022-02-11","13141.74","13141.74","0","1","System","2022-02-14 09:00:14"
"2022-02-14","791","EUROCLEAR CUST BR - 0","EUR","L","2022-02-11","500.00","500.00","0","1","System","2022-02-14 09:00:14"
"2022-02-14","851","FIRSTRAND BANK LTD","ZAR","L","2022-02-11","9024.06","9024.06","0","1","System","2022-02-14 09:00:14"
"2022-02-14","854","JP MORGAN CHASE NY 1","USD","L","2022-02-11","73904.58","73904.58","0","1","System","2022-02-14 09:00:14"
"2022-02-14","869","BTMU MEXICO","MXN","L","2022-02-11","301050.20","301050.20","0","1","System","2022-02-14 09:00:14"
"2022-02-14","871","JP MORGAN CHASE NY 2","USD","L","2022-02-11","0.00","0.00","0","1","System","2022-02-14 09:00:14"
"2022-02-14","877","MUTU NY CUSTEURO(JPY)48","JPY","L","2022-02-11","0.00","0.00","0","1","System","2022-02-14 09:00:14"
"2022-02-14","878","MUTU NY CUSTEURO(EUR)48","EUR","L","2022-02-11","0.00","0.00","0","1","System","2022-02-14 09:00:14"
"2022-02-14","879","MUTU NY CUSTEUR(USD)48","USD","L","2022-02-11","0.00","0.00","0","1","System","2022-02-14 09:00:14"
"2022-02-14","902","DEUT BK TR NY 1","USD","L","2022-02-11","8838.34","8838.34","0","1","System","2022-02-14 09:00:14"
"2022-02-14","922","BANKHANDLOWYWS","PLN","L","2022-02-11","47676.26","47676.26","0","1","System","2022-02-14 09:00:14"
"2022-02-14","924","HSBCHK","CNY","L","2022-02-11","0.00","0.00","0","1","System","2022-02-14 09:00:14"
"2022-02-14","930","C S (SWITZERLAND)","CHF","L","2022-02-11","29851.16","29851.16","0","1","System","2022-02-14 09:00:14"
"2022-02-14","1025","CITIBANKNY","USD","L","2022-02-11","0.00","0.00","0","1","System","2022-02-14 09:00:14"
"2022-02-14","1038","STANDARD CHART HK","CNY","L","2022-02-11","50014.21","50014.21","0","1","System","2022-02-14 09:00:14"
"2022-02-14","1207","ANZMEL","AUD","L","2022-02-11","109511.95","109511.95","0","1","System","2022-02-14 09:00:14"
"2022-02-14","1","DEUTSCHE BK TR NY","USD","S","2022-02-11","269203.33","200323.10","0","3","System","2022-02-14 09:00:26"
"2022-02-14","1207","ANZMEL","AUD","S","2022-02-11","109511.95","109511.95","0","3","System","2022-02-14 09:00:26"
"2022-02-14","4","JP MORGAN CHASE NY","USD","S","2022-02-11","9058.95","9058.95","0","3","System","2022-02-14 09:00:26"
"2022-02-14","495","SKANDISTOCKHOLM","SEK","S","2022-02-11","134904.40","134904.40","0","3","System","2022-02-14 09:00:26"
"2022-02-14","504","DANSKE BANK COPENH","DKK","S","2022-02-11","23827.31","23827.31","0","3","System","2022-02-14 09:00:26"
"2022-02-14","547","MUTB TOKYO (JPY)","JPY","S","2022-02-10","384178156.00","384194748.00","0","3","System","2022-02-14 09:00:26"
"2022-02-14","590","DEUTSCHFFT","EUR","S","2022-02-11","340869.66","347969.66","0","3","System","2022-02-14 09:00:26"
"2022-02-14","591","EUROCLEAR CUST BR - 1","EUR","S","2022-02-11","858.22","-3141.77","0","3","System","2022-02-14 09:00:26"
"2022-02-14","649","BKOFNZWEL","NZD","S","2022-02-14","12779.08","12779.08","0","3","System","2022-02-14 09:00:26"
"2022-02-14","7","MUTU NY 41","USD","S","2022-02-11","0.00","0.00","0","3","System","2022-02-14 09:00:26"
"2022-02-14","743","BTMU LONDON - GBP","GBP","S","2022-02-11","500.00","500.00","0","3","System","2022-02-14 09:00:26"
"2022-02-14","748","RBC TOR (NOSTRO)","CAD","S","2022-02-11","108350.21","108350.21","0","3","System","2022-02-14 09:00:26"
"2022-02-14","752","NAT WEST LONDON","GBP","S","2022-02-11","103029.22","103029.22","0","3","System","2022-02-14 09:00:26"
"2022-02-14","771","BTMU (JPY CLS)","JPY","S","2022-02-14","2811725.00","2194822.00","0","3","System","2022-02-14 09:00:26"
"2022-02-14","781","BTMU LONDON - EUR","EUR","S","2022-02-11","2285.88","2285.88","0","3","System","2022-02-14 09:00:26"
"2022-02-14","854","JP MORGAN CHASE NY 1","USD","S","2022-02-11","73904.58","73904.58","0","3","System","2022-02-14 09:00:26"
"2022-02-14","869","BTMU MEXICO","MXN","S","2022-02-13","301050.20","301050.20","0","3","System","2022-02-14 09:00:26"
"2022-02-14","877","MUTU NY CUSTEURO(JPY)48","JPY","S","2022-02-11","0.00","0.00","0","3","System","2022-02-14 09:00:26"
"2022-02-14","878","MUTU NY CUSTEURO(EUR)48","EUR","S","2022-02-11","0.00","0.00","0","3","System","2022-02-14 09:00:26"
"2022-02-14","902","DEUT BK TR NY 1","USD","S","2022-02-11","8838.34","8838.34","0","3","System","2022-02-14 09:00:26"
"2022-02-14","922","BANKHANDLOWYWS","PLN","S","2022-02-11","47447.65","47447.65","0","3","System","2022-02-14 09:00:26"
"2022-02-14","1025","CITIBANKNY","USD","S","2022-02-11","0.00","0.00","1","0","MirandaM","2022-02-14 09:09:39"
"2022-02-14","653","DEVELOP BK SPR SPR","SGD","S","2022-02-13","13357.62","13357.62","1","0","MirandaM","2022-02-14 09:09:53"
"2022-02-14","37","FEDNY","USD","S","2022-02-11","0.00","6497098530.00","1","0","MirandaM","2022-02-14 09:10:09"
"2022-02-14","879","MUTU NY CUSTEUR(USD)48","USD","S","2022-02-11","0.00","0.00","1","0","MirandaM","2022-02-14 09:10:16"
"2022-02-14","790","STANDARD CHART HK","HKD","S","2022-02-12","13141.74","13141.74","1","0","MirandaM","2022-02-14 09:10:30"
"2022-02-14","1038","STANDARD CHART HK","CNY","S","2022-02-12","50014.21","50014.21","1","0","MirandaM","2022-02-14 09:10:46"
"2022-02-11","1","DEUTSCHE BK TR NY","USD","L","2022-02-10","172833.03","197023.22","0","1","System","2022-02-11 09:00:23"
"2022-02-11","4","JP MORGAN CHASE NY","USD","L","2022-02-10","9058.95","9058.95","0","1","System","2022-02-11 09:00:23"
"2022-02-11","7","MUTU NY 41","USD","L","2022-02-10","0.00","0.00","0","1","System","2022-02-11 09:00:24"
"2022-02-11","8","EUROCLEAR CUST BR","USD","L","2022-02-10","0.00","0.00","0","1","System","2022-02-11 09:00:24"
"2022-02-11","37","FEDNY","USD","L","2022-02-10","6563895047.79","7011232181.68","0","1","System","2022-02-11 09:00:24"
"2022-02-11","157","MUTB TOKYO ( USD )","USD","L","2022-02-10","0.00","0.00","0","1","System","2022-02-11 09:00:24"
"2022-02-11","444","MUTB LDN","GBP","L","2022-02-10","0.00","0.00","0","1","System","2022-02-11 09:00:24"
"2022-02-11","495","SKANDISTOCKHOLM","SEK","L","2022-02-10","134904.40","134904.40","0","1","System","2022-02-11 09:00:24"
"2022-02-11","504","DANSKE BANK COPENH","DKK","L","2022-02-10","25327.31","23827.31","0","1","System","2022-02-11 09:00:24"
"2022-02-11","511","DEN NOR BANK(DNB)","NOK","L","2022-02-10","77172.18","77172.18","0","1","System","2022-02-11 09:00:24"
"2022-02-11","516","WESTPACSYD","AUD","L","2022-02-10","0.00","0.00","0","1","System","2022-02-11 09:00:24"
"2022-02-11","522","EUROCLEAR CUST BR","JPY","L","2022-02-10","0.00","0.00","0","1","System","2022-02-11 09:00:24"
"2022-02-11","547","MUTB TOKYO (JPY)","JPY","L","2022-02-10","384181748.00","384194748.00","0","1","System","2022-02-11 09:00:24"
"2022-02-11","590","DEUTSCHFFT","EUR","L","2022-02-10","358691.37","340898.78","0","1","System","2022-02-11 09:00:24"
"2022-02-11","591","EUROCLEAR CUST BR - 1","EUR","L","2022-02-10","858.22","858.22","0","1","System","2022-02-11 09:00:24"
"2022-02-11","615","MUTB TOKYO ( EUR )","EUR","L","2022-02-10","0.00","0.00","0","1","System","2022-02-11 09:00:24"
"2022-02-11","649","BKOFNZWEL","NZD","L","2022-02-10","12779.08","12779.08","0","1","System","2022-02-11 09:00:24"
"2022-02-11","653","DEVELOP BK SPR SPR","SGD","L","2022-02-10","13357.62","13357.62","0","1","System","2022-02-11 09:00:24"
"2022-02-11","743","BTMU LONDON - GBP","GBP","L","2022-02-10","500.00","500.00","0","1","System","2022-02-11 09:00:24"
"2022-02-11","748","RBC TOR (NOSTRO)","CAD","L","2022-02-10","108350.21","108350.21","0","1","System","2022-02-11 09:00:24"
"2022-02-11","752","NAT WEST LONDON","GBP","L","2022-02-10","103370.61","103029.22","0","1","System","2022-02-11 09:00:25"
"2022-02-11","753","BTMU NY","USD","L","2022-02-10","0.00","0.00","0","1","System","2022-02-11 09:00:25"
"2022-02-11","771","BTMU (JPY CLS)","JPY","L","2022-02-10","2811725.00","2811725.00","0","1","System","2022-02-11 09:00:25"
"2022-02-11","778","EUROCLEAR CUST","CAD","L","2022-02-10","0.00","0.00","0","1","System","2022-02-11 09:00:25"
"2022-02-11","781","BTMU LONDON - EUR","EUR","L","2022-02-10","2385.88","2285.88","0","1","System","2022-02-11 09:00:25"
"2022-02-11","790","STANDARD CHART HK","HKD","L","2022-02-10","14161.74","13141.74","0","1","System","2022-02-11 09:00:25"
"2022-02-11","791","EUROCLEAR CUST BR - 0","EUR","L","2022-02-10","500.00","500.00","0","1","System","2022-02-11 09:00:25"
"2022-02-11","851","FIRSTRAND BANK LTD","ZAR","L","2022-02-10","9024.06","9024.06","0","1","System","2022-02-11 09:00:25"
"2022-02-11","854","JP MORGAN CHASE NY 1","USD","L","2022-02-10","73904.58","73904.58","0","1","System","2022-02-11 09:00:25"
"2022-02-11","869","BTMU MEXICO","MXN","L","2022-02-10","301050.20","301050.20","0","1","System","2022-02-11 09:00:25"
"2022-02-11","871","JP MORGAN CHASE NY 2","USD","L","2022-02-10","0.00","0.00","0","1","System","2022-02-11 09:00:25"
"2022-02-11","877","MUTU NY CUSTEURO(JPY)48","JPY","L","2022-02-10","0.00","0.00","0","1","System","2022-02-11 09:00:25"
"2022-02-11","878","MUTU NY CUSTEURO(EUR)48","EUR","L","2022-02-10","0.00","0.00","0","1","System","2022-02-11 09:00:25"
"2022-02-11","879","MUTU NY CUSTEUR(USD)48","USD","L","2022-02-10","0.00","0.00","0","1","System","2022-02-11 09:00:25"
"2022-02-11","902","DEUT BK TR NY 1","USD","L","2022-02-10","8838.34","8838.34","0","1","System","2022-02-11 09:00:25"
"2022-02-11","922","BANKHANDLOWYWS","PLN","L","2022-02-10","47676.26","47676.26","0","1","System","2022-02-11 09:00:25"
"2022-02-11","924","HSBCHK","CNY","L","2022-02-10","0.00","0.00","0","1","System","2022-02-11 09:00:25"
"2022-02-11","930","C S (SWITZERLAND)","CHF","L","2022-02-10","29851.16","29851.16","0","1","System","2022-02-11 09:00:26"
"2022-02-11","1025","CITIBANKNY","USD","L","2022-02-10","0.00","0.00","0","1","System","2022-02-11 09:00:26"
"2022-02-11","1038","STANDARD CHART HK","CNY","L","2022-02-10","50014.21","50014.21","0","1","System","2022-02-11 09:00:26"
